assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,date
0,0,23,,,1,111317,0,0,0,0,48.1,0,0,3,1.8,2.3,2,David,2.3,2,0,15.7,42,False,19.8,0,0,0,0,207,,,50,0,0,0,111317.jpg,2.3,0,0,Brooks,0.2,False,20.0,a,2,91,89.0,7,4773,276,2069,258,0.5,1.4,Brooks,0,2018-08-27
3,1,62,,,1,75115,0,0,1,-1,55.1,1,0,4,6.8,7.3,8,Callum,7.3,3,2,34.4,43,True,102.6,0,0,0,0,270,,,61,0,1,0,75115.jpg,7.3,0,0,Wilson,13.4,False,13.0,a,2,91,190.0,22,517182,66715,100264,11697,1.2,3.6,Wilson,0,2018-08-27
0,0,5,,,0,178304,0,0,0,0,0.0,0,0,4,0.2,0.7,1,Lys,0.7,0,0,0.0,44,False,0.0,0,0,0,0,2,,,50,0,0,0,178304.jpg,1.0,0,0,Mousset,0.3,False,9.0,a,2,91,0.0,2,3311,220,5394,530,0.1,0.4,Mousset,0,2018-08-27
0,3,32,,,1,78007,0,0,-1,1,56.3,1,0,4,3.5,4.0,9,Joshua,4.0,3,1,18.2,45,False,39.0,0,0,0,0,269,,,64,0,0,0,78007.jpg,4.0,0,0,King,4.6,False,17.0,a,2,91,87.0,12,17382,4040,172746,7400,0.6,1.9,King,1,2018-08-27
0,0,3,,,0,7958,0,0,-1,1,0.0,0,0,4,-0.2,0.3,0,Jermain,0.3,0,0,0.0,46,False,0.0,0,0,0,0,1,,,59,0,0,0,7958.jpg,1.0,0,0,Defoe,0.7,False,18.0,a,2,91,0.0,1,3175,168,18239,1838,0.1,0.2,Defoe,0,2018-08-27
0,0,0,100.0,0.0,0,171129,0,0,0,0,0.0,0,0,2,-0.5,0.0,0,Diego,0.0,0,0,0.0,473,False,0.0,0,0,0,0,0,,2018-08-01T10:01:10Z,45,0,0,0,171129.jpg,0.0,0,0,Rico,0.0,False,21.0,a,2,91,0.0,0,104,21,529,33,0.0,0.0,Rico,0,2018-08-27
0,0,0,100.0,75.0,0,152551,0,0,0,0,0.0,0,0,3,-0.5,0.0,0,Jefferson,0.0,0,0,0.0,494,False,0.0,0,0,0,0,0,,2018-08-25T13:01:12Z,45,0,0,0,152551.jpg,0.0,0,0,Lerma,0.2,False,8.0,a,2,91,0.0,0,1332,113,5195,336,0.0,0.0,Lerma,0,2018-08-27
0,0,45,,,0,131897,0,0,0,0,0.0,0,0,1,2.3,0.8,4,Mathew,2.3,5,0,7.8,47,False,77.4,0,0,0,0,270,,,45,0,0,0,131897.jpg,2.3,0,10,Ryan,4.4,False,1.0,a,3,36,0.0,7,7372,2619,40425,2681,0.5,1.6,Ryan,0,2018-08-27
0,0,16,25.0,25.0,0,83299,-1,1,-1,1,0.3,0,0,2,0.2,-0.2,0,Lewis,0.7,2,0,1.5,48,False,15.0,0,0,0,0,109,Ankle injury - 25% chance of playing,2018-08-19T18:01:11Z,44,0,0,0,83299.jpg,1.0,0,0,Dunk,2.0,False,5.0,d,3,36,0.0,2,1886,70,52913,5214,0.2,0.5,Dunk,0,2018-08-27
0,0,48,100.0,100.0,0,61933,0,0,0,0,0.2,0,0,2,3.3,1.8,2,Shane,3.3,5,1,13.9,49,False,116.4,0,0,0,0,270,,2018-07-05T14:31:07Z,45,0,0,0,61933.jpg,3.3,0,0,Duffy,2.9,False,4.0,a,3,36,23.0,10,20852,4934,29211,2249,0.7,2.2,Duffy,0,2018-08-27
0,0,6,0.0,0.0,0,11352,-1,1,-1,1,14.6,0,0,2,0.0,0.0,0,Bruno,0.3,0,0,2.1,50,False,6.4,0,0,0,0,25,Hamstring injury - Expected back 01 Sep,2018-08-11T14:31:12Z,44,0,0,0,11352.jpg,1.0,0,0,Saltor Grau,0.2,False,2.0,i,3,36,0.0,1,151,13,6308,365,0.1,0.2,Bruno,0,2018-08-27
0,0,38,,,0,42748,0,0,0,0,6.8,0,0,2,1.3,-0.2,2,Gaëtan,1.3,5,0,3.5,51,False,28.8,0,0,0,0,244,,,45,0,0,0,42748.jpg,1.3,0,0,Bong,0.2,False,3.0,a,3,36,0.0,4,952,326,1519,163,0.3,0.9,Bong,0,2018-08-27
0,0,0,,,0,43808,0,0,0,0,0.0,0,0,2,0.0,-1.5,0,Markus,0.0,0,0,0.0,52,False,0.0,0,0,0,0,0,,,40,0,0,0,43808.jpg,0.0,0,0,Suttner,6.8,False,29.0,a,3,36,0.0,0,12456,674,89672,7285,0.0,0.0,Suttner,0,2018-08-27
0,0,0,,,0,74375,0,0,0,0,0.0,0,0,2,0.0,-1.5,0,Ezequiel,0.0,0,0,0.0,53,False,0.0,0,0,0,0,0,,,40,0,0,0,74375.jpg,0.0,0,0,Schelotto,2.0,False,21.0,a,3,36,0.0,0,5062,386,27286,2377,0.0,0.0,Schelotto,0,2018-08-27
0,0,17,,,0,52484,0,0,-1,1,0.3,0,0,2,0.7,-0.8,1,Leon,0.7,3,0,3.6,54,False,34.2,0,0,0,0,160,,,44,0,0,0,52484.jpg,1.0,0,0,Balogun,0.1,False,14.0,a,3,36,2.0,2,970,411,2468,183,0.2,0.5,Balogun,1,2018-08-27
1,0,23,,,0,83543,0,0,0,0,21.4,0,0,3,3.0,1.5,2,Anthony,3.0,5,0,10.9,55,False,35.2,0,0,0,0,255,,,55,0,0,0,83543.jpg,3.0,0,0,Knockaert,0.5,False,11.0,a,3,36,52.0,9,5134,1510,6619,565,0.5,1.6,Knockaert,0,2018-08-27
0,0,38,,,0,40845,0,0,0,0,25.4,0,0,3,1.7,0.2,2,Dale,1.7,5,0,10.4,56,False,72.6,0,0,0,0,270,,,45,0,0,0,40845.jpg,1.7,0,0,Stephens,8.7,False,6.0,a,3,36,6.0,5,22693,3493,120435,9138,0.4,1.1,Stephens,1,2018-08-27
0,0,3,,,0,38490,0,0,0,0,0.0,0,0,3,0.3,-1.2,0,Beram,0.3,1,0,0.0,57,False,0.0,0,0,0,0,1,,,45,0,0,0,38490.jpg,1.0,0,0,Kayal,0.1,False,7.0,a,3,36,0.0,1,554,48,1459,150,0.1,0.2,Kayal,0,2018-08-27
1,0,33,,,0,109345,0,0,0,0,35.4,0,0,3,3.0,1.5,2,Solomon,3.0,5,0,8.1,58,False,42.2,0,0,0,0,234,,,50,0,0,0,109345.jpg,3.0,0,0,March,0.1,False,20.0,a,3,36,2.0,9,3840,829,1952,315,0.6,1.8,March,0,2018-08-27
0,3,39,,,0,60307,0,0,-1,1,52.6,1,0,3,4.0,2.5,1,Pascal,4.0,3,1,15.9,59,False,62.8,0,0,0,0,158,,,69,0,0,0,60307.jpg,4.0,0,0,Groß,5.3,False,13.0,a,3,36,44.0,12,20197,6209,114308,5891,0.6,1.7,Groß,0,2018-08-27
0,0,27,,,0,66242,0,0,0,0,5.3,0,0,3,2.0,0.5,2,Davy,2.0,5,0,6.0,60,False,40.8,0,0,0,0,270,,,50,0,0,0,66242.jpg,2.0,0,0,Pröpper,0.2,False,24.0,a,3,36,13.0,6,585,125,2222,171,0.4,1.2,Pröpper,0,2018-08-27
0,0,0,0.0,0.0,0,167473,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,José Heriberto,0.0,0,0,0.0,61,False,0.0,0,0,0,0,0,Knock - Expected back 01 Sep,2018-08-08T14:31:10Z,59,0,0,0,167473.jpg,0.0,0,0,Izquierdo Mena,0.1,False,19.0,i,3,36,0.0,0,95,5,5402,276,0.0,0.0,Izquierdo,0,2018-08-27
0,0,16,100.0,100.0,0,20529,0,0,0,0,16.0,0,0,4,3.0,1.5,2,Glenn,3.0,4,1,9.6,62,False,35.6,0,0,0,0,270,,2018-08-04T08:01:10Z,65,0,0,0,20529.jpg,3.0,0,0,Murray,0.8,False,17.0,a,3,36,45.0,9,11935,3131,12062,1478,0.5,1.4,Murray,1,2018-08-27
0,0,0,0.0,0.0,0,38499,0,0,-1,1,0.0,0,0,4,0.0,0.0,0,Tomer,0.0,0,0,0.0,63,False,0.0,0,0,0,0,0,Joined Queens Park Rangers on a season-long loan deal on 23/8. - Expected back 13 May,2018-08-23T13:01:11Z,49,0,0,0,38499.jpg,0.0,0,0,Hemed,0.2,False,25.0,n,3,36,0.0,0,929,73,4994,681,0.0,0.0,Hemed,0,2018-08-27
0,0,0,0.0,0.0,0,28462,0,0,0,0,0.0,0,0,4,0.0,0.0,0,Sam,0.0,0,0,0.0,64,False,0.0,0,0,0,0,0,Transferred to Reading,2018-08-01T08:30:27Z,45,0,0,0,28462.jpg,0.0,0,0,Baldock,0.4,False,9.0,u,3,36,0.0,0,397,36,8196,642,0.0,0.0,Baldock,0,2018-08-27
0,0,6,100.0,100.0,0,106757,0,0,0,0,0.2,0,0,4,0.7,-0.8,1,Jürgen,0.7,1,0,0.1,65,False,0.4,0,0,0,0,16,,2018-07-23T12:31:08Z,55,0,0,0,106757.jpg,1.0,0,0,Locadia,0.1,False,9.0,a,3,36,0.0,2,911,93,2282,234,0.1,0.4,Locadia,0,2018-08-27
0,0,0,0.0,0.0,0,93284,0,0,0,0,0.0,0,0,4,0.0,0.0,0,Florin,0.0,0,0,0.0,66,False,0.0,0,0,0,0,0,Knock - Expected back 01 Sep,2018-08-04T08:01:10Z,50,0,0,0,93284.jpg,0.0,0,0,Andone,0.1,False,10.0,i,3,36,0.0,0,283,21,1717,153,0.0,0.0,Andone,0,2018-08-27
0,0,0,,,0,50093,0,0,0,0,0.0,0,0,1,0.0,-1.5,0,David,0.0,0,0,0.0,179,False,0.0,0,0,0,0,0,,,40,0,0,0,50093.jpg,0.0,0,0,Button,1.7,False,27.0,a,3,36,0.0,0,4237,765,9060,972,0.0,0.0,Button,0,2018-08-27
0,0,0,,,0,49262,0,0,0,0,0.0,0,0,1,0.0,-1.5,0,Jason,0.0,0,0,0.0,439,False,0.0,0,0,0,0,0,,,40,0,0,0,49262.jpg,0.0,0,0,Steele,1.5,False,23.0,a,3,36,0.0,0,4570,792,6347,706,0.0,0.0,Steele,0,2018-08-27
0,0,11,,,0,209362,0,0,-1,1,1.8,0,0,2,0.0,-1.5,0,Bernardo,0.0,2,0,2.0,440,False,18.0,0,0,0,0,90,,,44,0,0,0,209362.jpg,0.0,0,0,Fernandes da Silva Junior,0.2,False,30.0,a,3,36,0.0,0,304,36,3610,330,0.0,0.0,Bernardo,1,2018-08-27
0,0,10,,,0,227127,0,0,0,0,17.9,0,0,3,1.0,-0.5,2,Yves,1.0,1,0,4.4,466,False,7.4,0,0,0,0,109,,,50,0,0,0,227127.jpg,1.5,0,0,Bissouma,0.0,False,8.0,a,3,36,19.0,3,319,80,860,51,0.2,0.6,Bissouma,0,2018-08-27
0,0,7,,,0,165210,0,0,-1,1,14.4,0,0,3,0.7,-0.8,1,Alireza,0.7,0,0,2.1,476,False,6.0,0,0,0,0,33,,,69,0,0,0,165210.jpg,1.0,0,0,Jahanbakhsh,1.1,False,16.0,a,3,36,0.0,2,710,76,25494,1223,0.1,0.3,Jahanbakhsh,0,2018-08-27
0,0,21,,,0,86153,0,0,0,0,15.2,0,0,2,1.0,-0.5,2,Martín,1.0,3,0,5.2,503,False,28.8,0,0,0,0,180,,,45,0,0,0,86153.jpg,1.5,0,0,Montoya,0.2,False,22.0,a,3,36,8.0,3,1781,474,2998,285,0.2,0.7,Montoya,0,2018-08-27
0,0,0,100.0,100.0,0,21205,0,0,0,0,0.0,0,0,1,-0.5,0.5,0,Tom,0.0,0,0,0.0,67,False,0.0,0,0,0,0,0,,2018-08-12T12:31:12Z,50,0,0,0,21205.jpg,0.0,0,0,Heaton,0.1,False,1.0,a,4,90,0.0,0,845,71,1895,170,0.0,0.0,Heaton,0,2018-08-27
0,0,0,0.0,0.0,0,98747,0,0,0,0,0.0,0,0,1,0.0,0.0,0,Nick,0.0,0,0,0.0,68,False,0.0,0,0,0,0,0,Shoulder Dislocation - Unknown return date,2018-07-27T07:01:08Z,50,0,0,0,98747.jpg,0.0,0,0,Pope,0.3,False,29.0,i,4,90,0.0,0,200,16,8593,539,0.0,0.0,Pope,0,2018-08-27
0,0,62,,,1,68983,0,0,0,0,25.7,0,0,2,1.8,2.8,0,Matthew,2.3,7,0,9.2,69,False,43.0,0,0,0,0,270,,,50,0,0,0,68983.jpg,2.3,0,0,Lowton,0.8,False,2.0,a,4,90,23.0,7,4860,130,12215,2245,0.5,1.4,Lowton,0,2018-08-27
1,2,64,,,1,51927,0,0,0,0,22.5,0,0,2,3.5,4.5,3,Ben,4.0,7,0,13.9,70,False,94.6,0,0,0,0,270,,,50,0,0,0,51927.jpg,4.0,0,0,Mee,4.6,False,6.0,a,4,90,22.0,12,44545,769,53466,7548,0.8,2.4,Mee,0,2018-08-27
