assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,date
0,0,50,,,0,11334,0,0,0,0,0.0,0,0,1,3.5,3.0,3,Petr,3.0,5,0,10.0,1,False,100.0,0,0,0,0,180,,,50,0,0,0,11334.jpg,3.0,0,14,Cech,1.8,False,1.0,a,1,3,0.0,6,10363,4304,8140,2269,0.6,1.2,Cech,0,2018-08-20
0,0,0,,,0,80201,0,0,0,0,0.0,0,0,1,0.5,0.0,0,Bernd,0.0,0,0,0.0,2,False,0.0,0,0,0,0,0,,,50,0,0,0,80201.jpg,0.0,0,0,Leno,2.0,False,19.0,a,1,3,0.0,0,2083,226,23008,6781,0.0,0.0,Leno,0,2018-08-20
0,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,3,False,0.0,0,0,0,0,0,Achilles injury - Unknown return date,2018-07-05T14:31:07Z,55,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,6.0,i,1,3,0.0,0,131,11,1622,323,0.0,0.0,Koscielny,0,2018-08-20
0,0,33,,,0,98745,0,0,0,0,28.5,0,0,2,1.5,1.0,1,Héctor,1.0,5,0,10.0,4,False,44.2,0,0,0,0,180,,,55,0,0,0,98745.jpg,1.0,0,0,Bellerín,13.4,False,2.0,a,1,3,27.0,2,19701,7025,108314,32700,0.2,0.4,Bellerín,0,2018-08-20
0,0,14,100.0,100.0,0,38411,0,0,0,0,16.2,0,0,2,1.0,0.5,1,Nacho,0.5,3,0,5.3,5,False,15.2,0,0,0,0,90,,2018-08-05T10:31:10Z,55,0,0,0,38411.jpg,1.0,0,0,Monreal,0.7,False,18.0,a,1,3,22.0,1,2770,2363,11131,1168,0.1,0.2,Monreal,0,2018-08-20
0,0,0,,,0,156074,0,0,0,0,0.0,0,0,2,0.5,0.0,0,Rob,0.0,0,0,0.0,6,False,0.0,0,0,0,0,0,,,45,0,0,0,156074.jpg,0.0,0,0,Holding,0.7,False,16.0,a,1,3,0.0,0,1354,172,5851,1427,0.0,0.0,Holding,0,2018-08-20
0,0,27,,,0,69140,0,0,0,0,10.4,0,0,2,1.0,0.5,0,Shkodran,0.5,5,0,8.5,7,False,57.0,0,0,0,0,180,,,55,0,0,0,69140.jpg,0.5,0,0,Mustafi,1.3,False,20.0,a,1,3,17.0,1,2159,448,10631,3251,0.1,0.2,Mustafi,1,2018-08-20
0,0,0,0.0,0.0,0,111457,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Sead,0.0,0,0,0.0,8,False,0.0,0,0,0,0,0,Knee injury - Expected back 07 Oct,2018-08-02T07:01:09Z,50,0,0,0,111457.jpg,0.0,0,0,Kolasinac,0.4,False,31.0,i,1,3,0.0,0,237,28,11279,1777,0.0,0.0,Kolasinac,0,2018-08-20
0,0,0,,,0,233963,0,0,0,0,0.0,0,0,2,0.5,0.0,0,Konstantinos,0.0,0,0,0.0,10,False,0.0,0,0,0,0,0,,,50,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.2,False,27.0,a,1,3,0.0,0,434,53,2617,557,0.0,0.0,Mavropanos,0,2018-08-20
0,0,0,,,0,27335,0,0,0,0,5.8,0,0,2,1.0,0.5,0,Stephan,0.5,1,0,0.9,11,False,1.0,0,0,0,0,55,,,50,0,0,0,27335.jpg,1.0,0,0,Lichtsteiner,2.1,False,12.0,a,1,3,2.0,1,5380,568,23321,8393,0.1,0.2,Lichtsteiner,0,2018-08-20
0,0,26,,,0,39476,0,0,0,0,10.5,0,0,2,1.0,0.5,1,Sokratis,0.5,5,0,4.9,12,False,38.6,0,0,0,0,180,,,55,0,0,0,39476.jpg,0.5,0,0,Papastathopoulos,2.3,False,5.0,a,1,3,0.0,1,2475,436,23988,6254,0.1,0.2,Sokratis,1,2018-08-20
0,0,13,,,0,37605,0,0,0,0,27.0,0,0,3,2.5,2.0,2,Mesut,2.0,4,0,5.5,13,False,10.2,0,0,0,0,157,,,85,0,0,0,37605.jpg,2.0,0,0,Özil,4.4,False,10.0,a,1,3,18.0,4,11538,2307,55114,16431,0.2,0.5,Özil,0,2018-08-20
0,0,9,100.0,100.0,0,41792,0,0,0,0,15.6,0,0,3,1.5,1.0,1,Aaron,1.0,2,0,5.6,14,False,11.8,0,0,0,0,75,,2018-08-02T07:01:09Z,75,0,0,0,41792.jpg,1.0,0,0,Ramsey,1.2,False,8.0,a,1,3,29.0,2,4252,687,11770,3812,0.1,0.3,Ramsey,0,2018-08-20
0,0,30,,,0,153133,0,0,0,0,26.0,0,0,3,4.0,3.5,7,Alex,3.5,2,1,9.3,15,False,40.4,0,0,0,0,74,,,55,0,0,0,153133.jpg,7.0,0,0,Iwobi,0.9,False,17.0,a,1,3,27.0,7,10867,10197,9388,1945,0.6,1.3,Iwobi,0,2018-08-20
0,0,0,,,0,153256,0,0,0,0,0.0,0,0,3,0.5,0.0,0,Mohamed,0.0,0,0,0.0,16,False,0.0,0,0,0,0,0,,,45,0,0,0,153256.jpg,0.0,0,0,Elneny,2.5,False,4.0,a,1,3,0.0,0,4378,928,24355,6054,0.0,0.0,Elneny,0,2018-08-20
0,0,14,,,0,84450,-1,1,-1,1,12.8,0,0,3,1.0,0.5,0,Granit,0.5,4,0,2.5,17,False,12.2,0,0,0,0,114,,,54,0,0,0,84450.jpg,0.5,0,0,Xhaka,3.8,False,34.0,a,1,3,0.0,1,4586,597,48696,13561,0.1,0.2,Xhaka,2,2018-08-20
1,2,54,,,0,57249,0,0,0,0,82.3,1,0,3,7.5,7.0,12,Henrikh,7.0,5,1,22.7,18,False,80.0,0,0,0,0,180,,,70,0,0,0,57249.jpg,7.0,0,0,Mkhitaryan,13.6,False,7.0,a,1,3,65.0,14,129302,110710,116867,12800,1.0,2.0,Mkhitaryan,0,2018-08-20
0,0,0,,,0,200641,0,0,0,0,0.0,0,0,3,0.5,0.0,0,Reiss,0.0,0,0,0.0,19,False,0.0,0,0,0,0,0,,,45,0,0,0,200641.jpg,0.0,0,0,Nelson,0.8,False,48.0,a,1,3,0.0,0,1116,244,6666,1588,0.0,0.0,Nelson,0,2018-08-20
0,0,7,0.0,0.0,0,154043,0,0,0,0,10.3,0,0,3,0.0,0.0,0,Ainsley,0.5,1,0,2.1,20,False,10.8,0,0,0,0,34,Leg injury - Expected back 20 Oct,2018-08-12T16:01:12Z,45,0,0,0,154043.jpg,1.0,0,0,Maitland-Niles,0.5,False,15.0,i,1,3,0.0,1,828,57,9746,2059,0.1,0.2,Maitland-Niles,0,2018-08-20
0,0,0,100.0,100.0,0,50175,0,0,0,0,0.0,0,0,4,0.5,0.0,0,Danny,0.0,0,0,0.0,21,False,0.0,0,0,0,0,0,,2018-08-10T14:01:12Z,65,0,0,0,50175.jpg,0.0,0,0,Welbeck,0.5,False,23.0,a,1,3,0.0,0,1110,514,8601,1038,0.0,0.0,Welbeck,0,2018-08-20
0,0,-2,,,0,59966,-1,1,-1,1,11.1,0,0,4,1.5,1.0,1,Alexandre,1.0,2,0,1.7,22,False,4.2,0,0,0,0,51,,,94,0,0,0,59966.jpg,1.0,0,0,Lacazette,3.4,False,9.0,a,1,3,5.0,2,8616,2001,56570,18372,0.1,0.2,Lacazette,0,2018-08-20
0,0,1,,,0,54694,0,0,0,0,23.3,0,0,4,2.5,2.0,2,Pierre-Emerick,2.0,5,0,6.1,23,False,5.2,0,0,0,0,180,,,110,0,0,0,54694.jpg,2.0,0,0,Aubameyang,16.7,False,14.0,a,1,3,33.0,4,35851,16607,171549,64216,0.2,0.4,Aubameyang,0,2018-08-20
0,0,8,,,0,198849,0,0,0,0,2.4,0,0,3,1.5,1.0,1,Lucas,1.0,1,0,1.2,450,False,9.6,0,0,0,0,65,,,50,0,0,0,198849.jpg,1.0,0,0,Torreira,1.8,False,11.0,a,1,3,0.0,2,5151,802,17072,4612,0.2,0.4,Torreira,0,2018-08-20
0,0,32,,,0,242166,0,0,0,0,8.0,0,0,3,2.5,2.0,2,Matteo,2.0,5,0,5.3,451,False,37.8,0,0,0,0,180,,,45,0,0,0,242166.jpg,2.0,0,0,Guendouzi,2.0,False,29.0,a,1,3,8.0,4,38502,19606,12288,4066,0.4,0.9,Guendouzi,0,2018-08-20
0,0,37,,,1,40349,0,0,0,0,0.0,0,0,1,4.5,4.5,3,Asmir,4.5,1,0,3.6,24,False,35.8,0,0,0,0,180,,,45,0,0,0,40349.jpg,4.5,0,5,Begovic,4.9,False,27.0,a,2,91,0.0,9,18856,5930,14258,4484,1.0,2.0,Begovic,0,2018-08-20
0,0,0,,,0,18726,0,0,0,0,0.0,0,0,1,0.0,0.0,0,Artur,0.0,0,0,0.0,25,False,0.0,0,0,0,0,0,,,40,0,0,0,18726.jpg,0.0,0,0,Boruc,7.1,False,1.0,a,2,91,0.0,0,7930,1804,18105,5144,0.0,0.0,Boruc,0,2018-08-20
1,0,20,,,0,15149,0,0,0,0,11.1,0,0,2,2.5,2.5,1,Simon,2.5,0,0,4.5,26,False,29.6,0,0,0,0,35,,,45,0,0,0,15149.jpg,2.5,0,0,Francis,0.5,False,2.0,a,2,91,4.0,5,2101,219,2862,963,0.6,1.1,Francis,0,2018-08-20
1,3,67,,,1,56917,0,0,0,0,11.3,1,0,2,10.0,10.0,14,Steve,10.0,1,1,13.9,27,True,107.2,0,0,0,0,180,,,45,0,0,0,56917.jpg,10.0,0,0,Cook,3.4,False,3.0,a,2,91,21.0,20,95280,82087,11343,6156,2.2,4.4,Steve Cook,0,2018-08-20
0,0,35,,,1,41320,0,0,0,0,32.2,0,0,2,3.5,3.5,2,Charlie,3.5,1,0,6.9,28,False,33.6,0,0,0,0,180,,,45,0,0,0,41320.jpg,3.5,0,0,Daniels,15.9,False,11.0,a,2,91,4.0,7,24912,3421,68470,29884,0.8,1.6,Daniels,1,2018-08-20
0,0,43,,,1,54469,0,0,0,0,18.3,0,0,2,4.0,4.0,2,Adam,4.0,1,0,6.2,29,False,33.8,0,0,0,0,180,,,45,0,0,0,54469.jpg,4.0,0,0,Smith,0.7,False,15.0,a,2,91,10.0,8,8605,1267,3687,1218,0.9,1.8,Adam Smith,0,2018-08-20
0,0,0,,,0,149484,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Tyrone,0.0,0,0,0.0,30,False,0.0,0,0,0,0,0,,,45,0,0,0,149484.jpg,0.0,0,0,Mings,0.2,False,26.0,a,2,91,0.0,0,230,43,1559,340,0.0,0.0,Mings,0,2018-08-20
0,2,38,100.0,100.0,1,126184,0,0,0,0,1.3,0,0,2,5.0,5.0,2,Nathan,5.0,1,0,4.6,31,False,44.6,0,0,0,0,180,,2018-08-05T11:01:10Z,50,0,0,0,126184.jpg,5.0,0,0,Aké,4.3,False,5.0,a,2,91,0.0,10,29671,3332,15644,5610,1.0,2.0,Aké,0,2018-08-20
0,0,0,,,0,222434,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Jack,0.0,0,0,0.0,32,False,0.0,0,0,0,0,0,,,40,0,0,0,222434.jpg,0.0,0,0,Simpson,5.5,False,25.0,a,2,91,0.0,0,12102,2117,30494,7017,0.0,0.0,Simpson,0,2018-08-20
0,0,0,,,0,20037,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Marc,0.0,0,0,0.0,34,False,0.0,0,0,0,0,0,,,45,0,0,0,20037.jpg,0.0,0,0,Pugh,0.7,False,7.0,a,2,91,0.0,0,725,167,5122,1089,0.0,0.0,Pugh,0,2018-08-20
0,0,24,,,1,15237,0,0,0,0,25.5,0,0,3,2.5,2.5,2,Andrew,2.5,1,0,4.6,35,False,17.8,0,0,0,0,180,,,50,0,0,0,15237.jpg,2.5,0,0,Surman,0.4,False,6.0,a,2,91,3.0,5,2649,562,3540,1076,0.5,1.0,Surman,0,2018-08-20
0,0,0,0.0,0.0,0,56872,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Junior,0.0,0,0,0.0,36,False,0.0,0,0,0,0,0,Knee injury - Unknown return date,2018-07-05T14:31:07Z,60,0,0,0,56872.jpg,0.0,0,0,Stanislas,0.1,False,19.0,i,2,91,0.0,0,68,15,717,123,0.0,0.0,Stanislas,0,2018-08-20
0,0,16,,,1,40387,0,0,0,0,12.3,0,0,3,2.0,2.0,1,Dan,2.0,1,0,4.4,37,False,30.6,0,0,0,0,180,,,50,0,0,0,40387.jpg,2.0,0,0,Gosling,0.1,False,4.0,a,2,91,1.0,4,836,93,794,198,0.4,0.8,Gosling,1,2018-08-20
0,0,0,,,0,103912,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Jordon,0.0,0,0,0.0,38,False,0.0,0,0,0,0,0,,,54,0,0,0,103912.jpg,0.0,0,0,Ibe,0.5,False,10.0,a,2,91,0.0,0,361,49,7999,1429,0.0,0.0,Ibe,0,2018-08-20
0,0,3,,,0,155408,-1,1,-1,1,0.1,0,0,3,0.5,0.5,1,Lewis,0.5,0,0,0.0,39,False,0.0,0,0,0,0,1,,,49,0,0,0,155408.jpg,1.0,0,0,Cook,0.3,False,16.0,a,2,91,0.0,1,375,117,3390,534,0.1,0.2,Lewis Cook,0,2018-08-20
1,4,67,,,1,90105,0,0,0,0,82.1,0,0,3,8.5,8.5,6,Ryan,8.5,1,1,19.6,40,True,74.8,0,0,0,0,180,,,55,0,0,0,90105.jpg,8.5,0,0,Fraser,3.4,False,24.0,a,2,91,39.0,17,90039,43573,17682,6833,1.5,3.1,Fraser,0,2018-08-20
